clase,olor,color_sombrero,forma_sombrero,superficie_sombrero,color_laminas,tamano_laminas,forma_tallo,color_tallo,tipo_anillo,numero_anillos,color_espora,poblacion,habitat,moretones,color_velo,textura,diametro_sombrero_cm,altura_tallo_cm
venenoso,creosota,verde,nudoso,estriada,morado,angosta,ahusada,blanco,colgante,ninguno,marrón,agrupada,pastizal,sí,naranja,húmeda,5.6,10.2
comestible,anís,blanco,campana,lisa,negro,angosta,ahusada,gris,colgante,ninguno,marrón,solitaria,urbano,sí,marrón,viscosa,6.0,7.8
venenoso,pescado,verde,nudoso,lisa,blanco,ancha,ahusada,canela,evanescente,ninguno,negro,numerosa,pastizal,no,marrón,húmeda,6.6,9.8
comestible,mohoso,rosa,plano,lisa,blanco,ancha,agrandada,canela,colgante,uno,marrón,numerosa,urbano,sí,blanco,seca,7.8,5.1
venenoso,mohoso,canela,cónico,lisa,blanco,angosta,ahusada,gris,colgante,ninguno,café,numerosa,hojas,no,blanco,húmeda,7.6,2.7
venenoso,pescado,marrón,campana,estriada,verde,ancha,agrandada,rosa,colgante,ninguno,verde,abundante,urbano,sí,marrón,viscosa,7.2,4.6
venenoso,fétido,marrón,nudoso,escamosa,rosa,angosta,agrandada,canela,evanescente,dos,morado,agrupada,desechos,sí,marrón,húmeda,6.0,7.1
comestible,picante,rosa,hundido,estriada,rojo,ancha,agrandada,gris,colgante,ninguno,marrón,varias,desechos,no,naranja,viscosa,6.9,8.3
venenoso,creosota,marrón,cónico,estriada,blanco,ancha,ahusada,gris,evanescente,dos,morado,agrupada,desechos,no,marrón,seca,4.9,8.2
venenoso,mohoso,amarillo,plano,fibrosa,morado,ancha,ahusada,rosa,evanescente,uno,verde,abundante,pastizal,sí,marrón,húmeda,5.6,8.0
comestible,fétido,marrón,convexo,lisa,blanco,angosta,agrandada,gris,grande,dos,morado,varias,urbano,no,marrón,seca,4.7,6.1
venenoso,fétido,verde,campana,lisa,verde,ancha,agrandada,blanco,ninguno,uno,marrón,dispersa,urbano,sí,naranja,húmeda,8.5,8.5
venenoso,mohoso,verde,hundido,estriada,negro,angosta,agrandada,marrón,colgante,dos,verde,varias,pastizal,sí,blanco,húmeda,8.7,3.0
venenoso,mohoso,marrón,cónico,escamosa,verde,angosta,agrandada,marrón,colgante,ninguno,verde,varias,urbano,sí,marrón,seca,5.3,7.1
venenoso,mohoso,marrón,campana,fibrosa,gris,angosta,agrandada,marrón,evanescente,dos,café,varias,pastizal,no,naranja,viscosa,4.5,5.4
comestible,almendra,verde,nudoso,fibrosa,rojo,angosta,agrandada,canela,grande,ninguno,morado,abundante,senderos,sí,marrón,húmeda,2.1,10.3
comestible,ninguno,rosa,hundido,lisa,verde,angosta,agrandada,canela,evanescente,ninguno,negro,agrupada,desechos,sí,naranja,húmeda,8.5,9.1
venenoso,creosota,rojo,hundido,fibrosa,negro,angosta,ahusada,rosa,evanescente,ninguno,morado,dispersa,desechos,no,blanco,húmeda,11.3,11.2
comestible,almendra,rosa,plano,escamosa,verde,ancha,agrandada,gris,ninguno,dos,negro,abundante,bosque,sí,naranja,húmeda,2.5,8.2
comestible,pescado,amarillo,nudoso,lisa,blanco,ancha,agrandada,marrón,colgante,ninguno,verde,dispersa,hojas,no,marrón,viscosa,6.0,3.2
venenoso,almendra,verde,campana,estriada,verde,angosta,ahusada,marrón,evanescente,ninguno,morado,varias,urbano,sí,blanco,húmeda,8.8,7.2
venenoso,picante,verde,convexo,escamosa,marrón,ancha,agrandada,marrón,colgante,dos,morado,abundante,desechos,no,naranja,seca,7.2,8.6
venenoso,pescado,rosa,convexo,fibrosa,blanco,angosta,ahusada,canela,ninguno,uno,verde,numerosa,senderos,no,blanco,seca,5.2,3.6
venenoso,creosota,gris,hundido,fibrosa,marrón,angosta,agrandada,gris,colgante,uno,blanco,abundante,senderos,sí,marrón,viscosa,2.7,7.4
venenoso,creosota,gris,plano,estriada,morado,angosta,ahusada,gris,colgante,ninguno,negro,abundante,bosque,sí,blanco,seca,6.0,8.8
comestible,anís,rosa,campana,lisa,gris,angosta,ahusada,gris,ninguno,dos,morado,solitaria,urbano,no,marrón,húmeda,3.9,6.4
venenoso,pescado,rosa,cónico,lisa,rojo,ancha,ahusada,canela,colgante,uno,café,dispersa,urbano,no,naranja,viscosa,7.3,10.7
comestible,anís,canela,plano,fibrosa,negro,ancha,ahusada,canela,grande,dos,morado,solitaria,bosque,no,blanco,seca,5.9,8.8
venenoso,fétido,blanco,cónico,lisa,verde,angosta,ahusada,canela,grande,uno,morado,agrupada,senderos,no,blanco,seca,8.6,5.3
comestible,ninguno,blanco,campana,fibrosa,verde,ancha,ahusada,canela,colgante,uno,blanco,abundante,hojas,no,naranja,seca,7.9,2.7
venenoso,mohoso,amarillo,nudoso,lisa,rosa,angosta,ahusada,rosa,colgante,ninguno,verde,varias,senderos,sí,marrón,viscosa,6.8,9.1
comestible,anís,rosa,campana,fibrosa,rojo,angosta,ahusada,marrón,colgante,uno,verde,agrupada,urbano,sí,blanco,seca,8.1,9.2
venenoso,picante,verde,convexo,estriada,negro,ancha,ahusada,blanco,colgante,dos,café,varias,desechos,no,naranja,seca,4.7,13.4
venenoso,creosota,verde,hundido,escamosa,verde,ancha,ahusada,gris,evanescente,uno,negro,agrupada,bosque,no,naranja,húmeda,6.8,11.0
comestible,creosota,canela,convexo,escamosa,blanco,angosta,agrandada,blanco,ninguno,ninguno,café,abundante,senderos,sí,naranja,viscosa,5.7,6.8
comestible,mohoso,blanco,campana,fibrosa,verde,ancha,ahusada,canela,grande,ninguno,blanco,agrupada,senderos,no,marrón,húmeda,2.2,8.1
comestible,anís,rojo,hundido,fibrosa,gris,ancha,agrandada,rosa,grande,uno,café,abundante,urbano,sí,marrón,seca,8.2,6.8
comestible,ninguno,rojo,campana,lisa,gris,ancha,ahusada,rosa,ninguno,ninguno,negro,agrupada,pastizal,sí,naranja,viscosa,8.2,7.0
venenoso,ninguno,rojo,plano,estriada,marrón,angosta,agrandada,rosa,grande,uno,morado,abundante,desechos,no,blanco,húmeda,5.3,6.4
comestible,anís,blanco,campana,fibrosa,morado,angosta,ahusada,canela,colgante,uno,verde,agrupada,bosque,no,naranja,húmeda,4.8,6.4
venenoso,pescado,canela,plano,estriada,verde,angosta,ahusada,marrón,colgante,uno,blanco,numerosa,bosque,no,naranja,húmeda,7.3,3.9
venenoso,fétido,canela,convexo,estriada,rosa,angosta,agrandada,rosa,grande,dos,marrón,varias,hojas,sí,naranja,húmeda,4.9,8.6
venenoso,pescado,blanco,nudoso,escamosa,verde,angosta,ahusada,blanco,grande,uno,marrón,agrupada,urbano,no,blanco,húmeda,7.4,7.8
venenoso,pescado,marrón,nudoso,escamosa,rosa,angosta,ahusada,blanco,colgante,uno,blanco,agrupada,hojas,sí,naranja,viscosa,8.0,9.2
comestible,almendra,rojo,cónico,escamosa,gris,angosta,agrandada,rosa,evanescente,uno,café,numerosa,hojas,no,marrón,seca,9.4,5.3
venenoso,mohoso,rosa,cónico,lisa,morado,ancha,ahusada,blanco,grande,uno,blanco,abundante,desechos,sí,marrón,viscosa,10.0,7.1
comestible,almendra,gris,nudoso,fibrosa,morado,angosta,ahusada,canela,colgante,uno,blanco,varias,bosque,no,naranja,seca,4.7,10.4
comestible,ninguno,blanco,plano,estriada,rojo,ancha,agrandada,marrón,grande,uno,marrón,numerosa,bosque,no,blanco,viscosa,9.7,11.8
comestible,almendra,amarillo,cónico,fibrosa,negro,angosta,ahusada,canela,evanescente,dos,verde,abundante,urbano,sí,naranja,viscosa,6.6,3.5
comestible,ninguno,rojo,nudoso,estriada,rojo,ancha,ahusada,gris,evanescente,dos,café,numerosa,desechos,sí,blanco,viscosa,6.7,4.3
venenoso,picante,blanco,plano,fibrosa,blanco,angosta,ahusada,rosa,ninguno,ninguno,verde,agrupada,senderos,sí,marrón,húmeda,5.5,6.1
comestible,anís,blanco,campana,escamosa,marrón,angosta,ahusada,gris,colgante,uno,morado,solitaria,desechos,no,blanco,viscosa,7.7,1.0
venenoso,picante,amarillo,cónico,escamosa,marrón,ancha,agrandada,canela,ninguno,ninguno,verde,numerosa,urbano,no,marrón,viscosa,6.5,8.2
venenoso,picante,canela,campana,escamosa,morado,angosta,ahusada,rosa,evanescente,ninguno,verde,varias,urbano,sí,blanco,seca,6.1,7.4
comestible,picante,rojo,plano,escamosa,gris,angosta,ahusada,gris,ninguno,uno,negro,abundante,pastizal,no,blanco,húmeda,6.3,6.3
venenoso,fétido,rojo,nudoso,escamosa,blanco,angosta,ahusada,blanco,colgante,uno,negro,abundante,hojas,no,marrón,viscosa,3.8,5.8
comestible,pescado,rojo,convexo,escamosa,negro,angosta,ahusada,canela,evanescente,ninguno,marrón,varias,pastizal,no,naranja,seca,7.0,9.2
comestible,ninguno,amarillo,nudoso,fibrosa,gris,ancha,agrandada,rosa,ninguno,ninguno,marrón,abundante,urbano,sí,blanco,seca,6.3,4.0
comestible,mohoso,marrón,hundido,fibrosa,rojo,ancha,agrandada,rosa,evanescente,ninguno,marrón,dispersa,pastizal,sí,naranja,seca,7.5,5.0
comestible,almendra,blanco,plano,escamosa,blanco,angosta,agrandada,gris,grande,uno,morado,abundante,bosque,no,blanco,húmeda,4.6,7.0
comestible,almendra,verde,nudoso,lisa,verde,ancha,agrandada,blanco,colgante,dos,verde,varias,bosque,no,naranja,húmeda,3.0,5.2
comestible,ninguno,rosa,cónico,escamosa,blanco,angosta,agrandada,blanco,evanescente,uno,marrón,solitaria,hojas,sí,marrón,húmeda,7.0,10.5
venenoso,picante,amarillo,plano,fibrosa,morado,angosta,agrandada,rosa,evanescente,ninguno,marrón,agrupada,bosque,sí,marrón,seca,6.9,4.1
venenoso,mohoso,blanco,campana,lisa,blanco,ancha,ahusada,rosa,colgante,dos,café,abundante,desechos,sí,blanco,viscosa,3.6,8.7
comestible,creosota,blanco,hundido,fibrosa,rojo,angosta,ahusada,gris,ninguno,dos,café,solitaria,desechos,no,blanco,seca,3.0,6.8
comestible,ninguno,marrón,plano,fibrosa,marrón,ancha,agrandada,marrón,grande,uno,blanco,numerosa,pastizal,no,naranja,viscosa,8.0,7.4
venenoso,fétido,rosa,plano,lisa,negro,angosta,ahusada,marrón,evanescente,dos,café,abundante,senderos,no,marrón,seca,6.5,5.1
venenoso,ninguno,amarillo,cónico,estriada,verde,ancha,agrandada,rosa,evanescente,dos,morado,varias,urbano,sí,blanco,seca,2.8,3.8
comestible,ninguno,blanco,nudoso,estriada,verde,angosta,ahusada,gris,evanescente,ninguno,morado,abundante,senderos,no,marrón,viscosa,4.8,2.4
comestible,anís,marrón,nudoso,fibrosa,verde,ancha,agrandada,marrón,ninguno,ninguno,negro,agrupada,pastizal,sí,blanco,viscosa,8.6,3.0
venenoso,mohoso,marrón,nudoso,estriada,morado,angosta,ahusada,blanco,evanescente,dos,verde,dispersa,urbano,no,naranja,seca,6.8,4.0
venenoso,almendra,verde,cónico,estriada,marrón,ancha,agrandada,gris,colgante,uno,marrón,numerosa,bosque,sí,blanco,seca,6.5,3.6
comestible,creosota,rosa,hundido,escamosa,gris,ancha,agrandada,blanco,grande,ninguno,café,solitaria,desechos,sí,naranja,húmeda,5.4,9.1
venenoso,mohoso,verde,convexo,fibrosa,verde,angosta,ahusada,blanco,grande,ninguno,marrón,abundante,urbano,no,naranja,seca,4.7,1.4
comestible,anís,canela,convexo,fibrosa,marrón,angosta,agrandada,blanco,colgante,ninguno,negro,dispersa,bosque,no,naranja,viscosa,9.1,14.4
venenoso,picante,rojo,cónico,estriada,verde,angosta,ahusada,canela,colgante,dos,morado,solitaria,bosque,no,marrón,húmeda,2.6,5.2
venenoso,fétido,blanco,hundido,fibrosa,negro,angosta,ahusada,marrón,colgante,uno,morado,solitaria,urbano,sí,blanco,seca,8.2,5.6
comestible,pescado,rosa,plano,fibrosa,gris,angosta,ahusada,marrón,ninguno,dos,blanco,solitaria,urbano,sí,marrón,húmeda,5.7,6.6
venenoso,picante,canela,hundido,escamosa,blanco,ancha,ahusada,blanco,colgante,dos,negro,abundante,hojas,no,marrón,viscosa,6.7,6.5
comestible,almendra,verde,plano,fibrosa,gris,angosta,ahusada,gris,ninguno,uno,verde,dispersa,pastizal,sí,marrón,viscosa,3.5,11.8
comestible,ninguno,canela,convexo,lisa,marrón,angosta,agrandada,marrón,grande,uno,morado,varias,bosque,no,marrón,húmeda,8.3,9.9
venenoso,picante,blanco,cónico,lisa,negro,ancha,ahusada,marrón,ninguno,dos,morado,numerosa,desechos,sí,naranja,húmeda,8.2,1.0
venenoso,creosota,gris,convexo,fibrosa,rojo,angosta,agrandada,rosa,evanescente,ninguno,morado,numerosa,pastizal,no,marrón,seca,3.6,1.0
venenoso,pescado,rosa,plano,estriada,rosa,angosta,ahusada,rosa,evanescente,ninguno,negro,dispersa,desechos,no,blanco,húmeda,8.2,1.2
comestible,ninguno,gris,plano,fibrosa,blanco,ancha,agrandada,blanco,colgante,dos,blanco,numerosa,pastizal,no,marrón,viscosa,5.0,9.9
venenoso,mohoso,canela,cónico,fibrosa,rojo,angosta,ahusada,marrón,ninguno,uno,verde,numerosa,bosque,no,naranja,viscosa,9.4,4.3
comestible,almendra,rojo,campana,lisa,marrón,angosta,agrandada,rosa,grande,dos,blanco,numerosa,desechos,no,marrón,viscosa,5.4,5.9
comestible,ninguno,marrón,plano,estriada,verde,angosta,agrandada,rosa,colgante,uno,café,numerosa,bosque,no,naranja,seca,9.9,7.0
venenoso,mohoso,verde,cónico,escamosa,rojo,ancha,ahusada,rosa,evanescente,dos,blanco,numerosa,pastizal,sí,blanco,seca,6.7,13.3
venenoso,creosota,canela,cónico,lisa,blanco,angosta,ahusada,rosa,ninguno,dos,verde,abundante,bosque,no,naranja,viscosa,5.9,5.4
venenoso,almendra,marrón,cónico,lisa,verde,angosta,agrandada,rosa,evanescente,ninguno,negro,agrupada,hojas,sí,blanco,húmeda,5.7,8.1
comestible,fétido,canela,nudoso,escamosa,gris,ancha,agrandada,blanco,colgante,dos,marrón,agrupada,hojas,sí,blanco,seca,9.6,3.8
comestible,mohoso,rojo,plano,fibrosa,rosa,angosta,agrandada,rosa,evanescente,dos,negro,solitaria,senderos,sí,marrón,húmeda,4.6,7.2
venenoso,fétido,verde,hundido,fibrosa,rojo,angosta,ahusada,marrón,grande,uno,café,abundante,hojas,sí,naranja,húmeda,6.5,8.7
venenoso,fétido,canela,cónico,lisa,morado,ancha,agrandada,gris,ninguno,dos,café,numerosa,desechos,no,marrón,viscosa,3.2,6.5
comestible,ninguno,rojo,cónico,escamosa,verde,ancha,agrandada,canela,colgante,ninguno,blanco,abundante,desechos,no,blanco,húmeda,7.1,4.8
comestible,picante,canela,campana,lisa,blanco,angosta,ahusada,canela,evanescente,ninguno,café,dispersa,urbano,no,blanco,seca,8.3,9.5
venenoso,mohoso,canela,nudoso,fibrosa,marrón,angosta,ahusada,gris,evanescente,dos,blanco,varias,senderos,no,naranja,húmeda,8.9,8.2
venenoso,fétido,marrón,plano,fibrosa,gris,angosta,agrandada,canela,grande,dos,verde,numerosa,urbano,sí,blanco,viscosa,7.4,7.3
venenoso,picante,rojo,convexo,lisa,blanco,angosta,agrandada,blanco,colgante,uno,morado,varias,desechos,no,blanco,húmeda,3.0,5.6
venenoso,picante,gris,campana,estriada,gris,angosta,ahusada,rosa,ninguno,uno,morado,numerosa,pastizal,no,marrón,seca,4.4,7.3
comestible,creosota,verde,convexo,lisa,verde,angosta,ahusada,gris,evanescente,dos,marrón,solitaria,desechos,no,marrón,húmeda,8.6,3.4
venenoso,creosota,amarillo,campana,escamosa,rosa,ancha,ahusada,blanco,ninguno,ninguno,blanco,agrupada,senderos,sí,naranja,húmeda,5.1,4.5
comestible,ninguno,gris,hundido,fibrosa,rojo,angosta,ahusada,gris,colgante,ninguno,café,numerosa,hojas,no,marrón,húmeda,8.8,3.4
venenoso,creosota,blanco,cónico,escamosa,negro,angosta,agrandada,marrón,colgante,dos,marrón,dispersa,desechos,sí,blanco,viscosa,5.4,9.9
venenoso,pescado,canela,hundido,fibrosa,blanco,angosta,ahusada,canela,grande,ninguno,verde,varias,urbano,sí,blanco,húmeda,5.9,6.8
venenoso,creosota,blanco,hundido,fibrosa,marrón,ancha,agrandada,gris,ninguno,ninguno,marrón,agrupada,pastizal,sí,naranja,seca,3.9,7.7
venenoso,mohoso,verde,nudoso,lisa,rosa,ancha,ahusada,canela,grande,ninguno,marrón,dispersa,hojas,sí,naranja,seca,6.4,8.1
comestible,anís,gris,plano,fibrosa,rosa,ancha,agrandada,gris,evanescente,dos,marrón,numerosa,pastizal,no,marrón,húmeda,6.0,8.9
venenoso,picante,gris,plano,lisa,verde,angosta,ahusada,blanco,evanescente,ninguno,marrón,varias,desechos,sí,blanco,seca,6.8,12.5
venenoso,picante,gris,nudoso,estriada,blanco,ancha,agrandada,canela,evanescente,uno,café,solitaria,hojas,no,marrón,húmeda,6.0,6.7
comestible,ninguno,amarillo,campana,escamosa,morado,angosta,agrandada,marrón,evanescente,ninguno,blanco,varias,desechos,sí,marrón,viscosa,6.1,5.2
venenoso,creosota,blanco,cónico,escamosa,gris,angosta,ahusada,blanco,colgante,ninguno,café,varias,bosque,sí,blanco,húmeda,9.9,6.7
comestible,anís,marrón,nudoso,escamosa,verde,ancha,agrandada,canela,colgante,uno,café,agrupada,bosque,sí,naranja,seca,2.9,4.7
comestible,picante,rosa,plano,lisa,gris,ancha,agrandada,rosa,grande,dos,marrón,numerosa,senderos,no,naranja,húmeda,6.3,11.0
venenoso,mohoso,blanco,convexo,fibrosa,gris,angosta,agrandada,rosa,evanescente,uno,marrón,dispersa,bosque,no,blanco,seca,9.6,2.1
comestible,anís,rosa,plano,lisa,blanco,angosta,agrandada,rosa,colgante,uno,negro,agrupada,pastizal,sí,blanco,viscosa,10.1,8.9
comestible,almendra,blanco,plano,lisa,blanco,angosta,agrandada,blanco,ninguno,dos,negro,varias,desechos,sí,blanco,húmeda,6.7,9.2
venenoso,mohoso,verde,nudoso,escamosa,marrón,angosta,agrandada,rosa,ninguno,ninguno,morado,numerosa,pastizal,sí,marrón,viscosa,6.8,9.4
venenoso,picante,gris,nudoso,estriada,verde,angosta,ahusada,rosa,grande,dos,café,dispersa,bosque,no,naranja,viscosa,5.6,8.3
comestible,picante,rosa,nudoso,escamosa,rojo,angosta,ahusada,gris,colgante,ninguno,blanco,solitaria,urbano,sí,blanco,húmeda,9.2,6.0
comestible,ninguno,verde,convexo,escamosa,blanco,angosta,agrandada,marrón,colgante,ninguno,blanco,solitaria,desechos,sí,blanco,húmeda,6.0,7.0
comestible,anís,blanco,campana,estriada,blanco,angosta,ahusada,blanco,evanescente,dos,café,solitaria,pastizal,no,blanco,húmeda,4.4,8.2
comestible,ninguno,rosa,cónico,estriada,negro,angosta,ahusada,gris,grande,dos,negro,agrupada,desechos,no,naranja,seca,3.5,8.6
comestible,fétido,gris,hundido,fibrosa,rojo,ancha,ahusada,marrón,ninguno,ninguno,marrón,dispersa,pastizal,no,naranja,viscosa,4.6,5.6
comestible,ninguno,verde,plano,fibrosa,rosa,ancha,agrandada,rosa,evanescente,uno,morado,abundante,pastizal,no,marrón,viscosa,6.4,7.7
comestible,almendra,rojo,convexo,fibrosa,rojo,ancha,ahusada,gris,ninguno,dos,morado,agrupada,senderos,no,blanco,húmeda,8.0,4.2
comestible,almendra,verde,convexo,estriada,rojo,angosta,ahusada,gris,colgante,uno,blanco,solitaria,desechos,sí,naranja,seca,5.3,9.4
comestible,almendra,verde,cónico,lisa,blanco,angosta,ahusada,rosa,evanescente,uno,blanco,solitaria,hojas,sí,blanco,húmeda,8.0,4.5
venenoso,creosota,marrón,plano,fibrosa,blanco,angosta,ahusada,blanco,ninguno,ninguno,morado,varias,hojas,sí,marrón,húmeda,3.8,6.0
venenoso,ninguno,amarillo,convexo,lisa,gris,angosta,agrandada,canela,evanescente,ninguno,verde,dispersa,desechos,no,naranja,seca,3.6,4.1
comestible,almendra,rosa,plano,escamosa,negro,angosta,agrandada,marrón,evanescente,dos,negro,solitaria,senderos,no,blanco,viscosa,3.7,10.2
comestible,fétido,rosa,nudoso,lisa,marrón,angosta,ahusada,canela,grande,dos,marrón,solitaria,bosque,sí,marrón,viscosa,7.2,8.4
comestible,pescado,verde,campana,lisa,marrón,ancha,ahusada,rosa,ninguno,uno,café,agrupada,pastizal,no,naranja,seca,4.5,8.8
venenoso,mohoso,rojo,convexo,fibrosa,marrón,ancha,agrandada,marrón,ninguno,dos,blanco,abundante,urbano,no,blanco,viscosa,5.3,6.4
comestible,picante,rosa,plano,estriada,verde,ancha,agrandada,canela,colgante,ninguno,marrón,agrupada,desechos,sí,blanco,húmeda,4.9,8.4
venenoso,creosota,verde,convexo,estriada,verde,angosta,agrandada,blanco,evanescente,dos,blanco,abundante,pastizal,no,blanco,seca,6.5,7.2
venenoso,mohoso,canela,nudoso,escamosa,negro,ancha,ahusada,gris,grande,uno,marrón,agrupada,desechos,sí,naranja,húmeda,4.6,8.4
comestible,anís,canela,hundido,escamosa,negro,angosta,ahusada,gris,evanescente,uno,blanco,agrupada,pastizal,no,naranja,húmeda,7.1,8.2
venenoso,fétido,verde,convexo,lisa,gris,ancha,agrandada,marrón,colgante,uno,morado,numerosa,bosque,no,blanco,seca,3.8,3.2
comestible,almendra,verde,campana,escamosa,gris,ancha,agrandada,marrón,ninguno,dos,café,agrupada,desechos,no,blanco,húmeda,6.1,4.2
venenoso,creosota,amarillo,convexo,fibrosa,marrón,ancha,ahusada,marrón,grande,uno,marrón,varias,urbano,no,blanco,seca,5.0,1.0
comestible,creosota,rosa,cónico,estriada,verde,angosta,ahusada,canela,colgante,dos,café,numerosa,desechos,no,blanco,húmeda,7.2,3.1
comestible,almendra,rojo,hundido,fibrosa,marrón,ancha,ahusada,blanco,grande,dos,verde,dispersa,pastizal,no,blanco,viscosa,3.6,9.1
venenoso,almendra,amarillo,campana,lisa,blanco,ancha,agrandada,canela,grande,ninguno,morado,dispersa,pastizal,sí,blanco,seca,7.8,8.6
venenoso,creosota,marrón,nudoso,escamosa,rosa,angosta,agrandada,canela,colgante,dos,verde,dispersa,desechos,no,marrón,húmeda,4.8,7.7
venenoso,pescado,amarillo,convexo,estriada,blanco,angosta,agrandada,marrón,grande,dos,morado,dispersa,urbano,sí,naranja,viscosa,4.4,9.0
comestible,ninguno,canela,hundido,estriada,verde,angosta,ahusada,rosa,colgante,ninguno,negro,dispersa,urbano,sí,naranja,viscosa,4.8,10.7
venenoso,picante,marrón,convexo,estriada,morado,ancha,agrandada,rosa,grande,dos,café,agrupada,pastizal,no,marrón,viscosa,4.1,9.7
comestible,creosota,marrón,nudoso,estriada,blanco,angosta,ahusada,rosa,grande,ninguno,marrón,agrupada,pastizal,sí,naranja,seca,5.7,4.8
venenoso,ninguno,marrón,cónico,escamosa,blanco,angosta,ahusada,canela,evanescente,ninguno,verde,varias,bosque,no,naranja,viscosa,3.6,5.5
venenoso,picante,amarillo,cónico,escamosa,morado,angosta,agrandada,blanco,evanescente,ninguno,morado,varias,bosque,sí,naranja,viscosa,7.0,6.8
venenoso,fétido,canela,convexo,lisa,morado,angosta,agrandada,blanco,colgante,dos,morado,solitaria,hojas,no,blanco,viscosa,8.4,10.6
venenoso,picante,amarillo,nudoso,fibrosa,morado,angosta,agrandada,gris,evanescente,uno,marrón,varias,senderos,no,blanco,viscosa,4.2,7.0
venenoso,mohoso,gris,hundido,escamosa,blanco,angosta,ahusada,blanco,grande,uno,blanco,dispersa,senderos,no,marrón,viscosa,7.0,5.3
comestible,ninguno,gris,nudoso,fibrosa,verde,angosta,ahusada,blanco,grande,ninguno,café,agrupada,senderos,sí,marrón,seca,9.8,7.1
comestible,picante,blanco,cónico,escamosa,verde,angosta,agrandada,blanco,grande,uno,marrón,abundante,desechos,sí,naranja,seca,10.8,8.2
